brand,model,top_speed_kmh,battery_capacity_kWh,battery_type,number_of_cells,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type,source_url
volkswagen,id.5 pure,160,52.0,lithium-ion,288,310.0,142,320,8.9,87.0,ccs,1000.0,549.0,5,rwd,jc - medium,4599,1852,1615,suv,https://ev-database.org/car/3080/Volkswagen-ID5-Pure
volkswagen,id.7 gtx,180,86.0,lithium-ion,312,560.0,145,500,5.4,145.0,ccs,1200.0,532.0,5,awd,e - executive,4961,1862,1536,liftback sedan,https://ev-database.org/car/2216/Volkswagen-ID7-GTX
volkswagen,id.7 pro,180,77.0,lithium-ion,288,550.0,132,475,6.5,125.0,ccs,1000.0,532.0,5,rwd,e - executive,4961,1862,1536,liftback sedan,https://ev-database.org/car/1839/Volkswagen-ID7-Pro
volkswagen,id.7 pro s,180,86.0,lithium-ion,312,550.0,133,525,6.6,145.0,ccs,1000.0,532.0,5,rwd,e - executive,4961,1862,1536,liftback sedan,https://ev-database.org/car/1840/Volkswagen-ID7-Pro-S
volkswagen,id.7 tourer gtx,180,86.0,lithium-ion,312,560.0,147,500,5.5,145.0,ccs,1200.0,605.0,5,awd,e - executive,4961,1862,1536,station/estate,https://ev-database.org/car/2158/Volkswagen-ID7-Tourer-GTX
volkswagen,id.7 tourer pro,180,77.0,lithium-ion,288,550.0,146,470,6.6,125.0,ccs,1000.0,605.0,5,rwd,e - executive,4961,1862,1536,station/estate,https://ev-database.org/car/2118/Volkswagen-ID7-Tourer-Pro
volkswagen,id.7 tourer pro s,180,86.0,lithium-ion,312,550.0,125,520,6.7,145.0,ccs,1000.0,605.0,5,rwd,e - executive,4961,1862,1536,station/estate,https://ev-database.org/car/2119/Volkswagen-ID7-Tourer-Pro-S
volvo,ec40 single motor (my26),180,67.0,lithium-ion,487,420.0,151,360,7.3,110.0,ccs,1500.0,404.0,5,rwd,jc - medium,4440,1873,1596,suv,https://ev-database.org/car/3154/Volvo-EC40-Single-Motor
volvo,ec40 single motor er (my26),180,79.0,lithium-ion,324,420.0,146,420,7.3,125.0,ccs,1500.0,404.0,5,rwd,jc - medium,4440,1873,1596,suv,https://ev-database.org/car/3155/Volvo-EC40-Single-Motor-ER
volvo,ec40 twin motor (my26),180,79.0,lithium-ion,324,670.0,155,400,4.8,125.0,ccs,1800.0,404.0,5,awd,jc - medium,4440,1873,1596,suv,https://ev-database.org/car/3156/Volvo-EC40-Twin-Motor
volvo,ec40 twin motor performance (my26),180,79.0,lithium-ion,324,670.0,155,400,4.6,125.0,ccs,1800.0,404.0,5,awd,jc - medium,4440,1873,1596,suv,https://ev-database.org/car/3157/Volvo-EC40-Twin-Motor-Performance
volvo,es90 single motor (my26),180,88.0,lithium-ion,487,480.0,135,485,6.9,190.0,ccs,1600.0,446.0,5,rwd,f - luxury,5000,1942,1546,liftback sedan,https://ev-database.org/car/3128/Volvo-ES90-Single-Motor
volvo,es90 twin motor (my26),180,102.0,lithium-ion,487,670.0,146,530,5.5,225.0,ccs,2000.0,446.0,5,awd,f - luxury,5000,1942,1546,liftback sedan,https://ev-database.org/car/3129/Volvo-ES90-Twin-Motor
volvo,es90 twin motor performance (my26),180,102.0,lithium-ion,487,870.0,146,530,4.0,225.0,ccs,2000.0,446.0,5,awd,f - luxury,5000,1942,1546,liftback sedan,https://ev-database.org/car/3130/Volvo-ES90-Twin-Motor-Performance
volvo,ex30 cross country (my26),180,65.0,lithium-ion,487,543.0,152,330,3.7,114.0,ccs,1600.0,318.0,5,awd,jb - compact,4233,1837,1573,suv,https://ev-database.org/car/3118/Volvo-EX30-Cross-Country
volvo,ex30 single motor (my24-26),180,49.0,lithium-ion,487,343.0,147,275,5.7,80.0,ccs,1000.0,318.0,5,rwd,jb - compact,4233,1837,1549,suv,https://ev-database.org/car/1909/Volvo-EX30-Single-Motor
volvo,ex30 single motor er (my24-26),180,65.0,lithium-ion,487,343.0,138,365,5.3,113.0,ccs,1600.0,318.0,5,rwd,jb - compact,4233,1837,1549,suv,https://ev-database.org/car/1910/Volvo-EX30-Single-Motor-ER
volvo,ex30 twin motor performance (my24-26),180,65.0,lithium-ion,487,543.0,145,340,3.6,113.0,ccs,1600.0,318.0,5,awd,jb - compact,4233,1837,1549,suv,https://ev-database.org/car/1911/Volvo-EX30-Twin-Motor-Performance
volvo,ex40 single motor (my26),180,67.0,lithium-ion,487,420.0,154,345,7.3,110.0,ccs,1500.0,410.0,5,rwd,jc - medium,4440,1863,1652,suv,https://ev-database.org/car/3158/Volvo-EX40-Single-Motor
volvo,ex40 single motor er (my26),180,79.0,lithium-ion,324,420.0,152,400,7.3,125.0,ccs,1500.0,410.0,5,rwd,jc - medium,4440,1863,1652,suv,https://ev-database.org/car/3159/Volvo-EX40-Single-Motor-ER
volvo,ex40 twin motor (my26),180,79.0,lithium-ion,324,670.0,163,385,4.8,125.0,ccs,1800.0,410.0,5,awd,jc - medium,4440,1863,1652,suv,https://ev-database.org/car/3160/Volvo-EX40-Twin-Motor
volvo,ex40 twin motor performance (my26),180,79.0,lithium-ion,324,670.0,163,385,4.6,125.0,ccs,1800.0,410.0,5,awd,jc - medium,4440,1863,1652,suv,https://ev-database.org/car/3161/Volvo-EX40-Twin-Motor-Performance
volvo,ex90 single motor (my24-26),180,100.0,lithium-ion,192,490.0,182,460,8.4,140.0,ccs,1200.0,310.0,7,rwd,jf - luxury,5037,1964,1744,suv,https://ev-database.org/car/1950/Volvo-EX90-Single-Motor
volvo,ex90 twin motor (my24-26),180,107.0,lithium-ion,204,770.0,188,470,5.9,150.0,ccs,2200.0,310.0,7,awd,jf - luxury,5037,1964,1744,suv,https://ev-database.org/car/1775/Volvo-EX90-Twin-Motor
volvo,ex90 twin motor performance (my24-26),180,107.0,lithium-ion,204,910.0,188,455,4.9,150.0,ccs,2200.0,310.0,7,awd,jf - luxury,5037,1964,1744,suv,https://ev-database.org/car/1776/Volvo-EX90-Twin-Motor-Performance
voyah,free 106 kwh,200,100.0,lithium-ion,487,720.0,200,480,4.4,80.0,ccs,2000.0,550.0,5,awd,je - executive,4905,1950,1645,suv,https://ev-database.org/car/2049/Voyah-Free-106-kWh
xpeng,g6 awd performance,200,87.5,lithium-ion,487,660.0,159,475,4.1,180.0,ccs,1500.0,571.0,5,awd,jd - large,4753,1920,1650,suv,https://ev-database.org/car/2183/XPENG-G6-AWD-Performance
xpeng,g6 rwd long range,200,87.5,lithium-ion,487,440.0,154,480,6.7,180.0,ccs,1500.0,571.0,5,rwd,jd - large,4753,1920,1650,suv,https://ev-database.org/car/2182/XPENG-G6-RWD-Long-Range
xpeng,g6 rwd standard range,200,66.0,lithium-ion,487,440.0,152,370,6.9,140.0,ccs,1500.0,571.0,5,rwd,jd - large,4753,1920,1650,suv,https://ev-database.org/car/2181/XPENG-G6-RWD-Standard-Range
xpeng,g9 awd performance,200,93.1,lithium-ion,487,717.0,179,465,3.9,224.0,ccs,1500.0,660.0,5,awd,je - executive,4891,1937,1670,suv,https://ev-database.org/car/1826/XPENG-G9-AWD-Performance
xpeng,g9 rwd long range,200,93.1,lithium-ion,487,430.0,163,480,6.4,224.0,ccs,1500.0,660.0,5,rwd,je - executive,4891,1937,1670,suv,https://ev-database.org/car/1825/XPENG-G9-RWD-Long-Range
xpeng,g9 rwd standard range,200,75.8,lithium-ion,487,430.0,165,395,6.4,170.0,ccs,1500.0,660.0,5,rwd,je - executive,4891,1937,1680,suv,https://ev-database.org/car/1824/XPENG-G9-RWD-Standard-Range
xpeng,p7 awd performance,200,82.7,lithium-ion,487,757.0,164,460,4.1,138.0,ccs,0.0,440.0,5,awd,e - executive,4888,1896,1450,sedan,https://ev-database.org/car/1822/XPENG-P7-AWD-Performance
xpeng,p7 rwd long range,200,82.7,lithium-ion,487,440.0,144,495,6.7,138.0,ccs,0.0,440.0,5,rwd,e - executive,4888,1896,1450,sedan,https://ev-database.org/car/1821/XPENG-P7-RWD-Long-Range
xpeng,p7 wing edition,200,82.7,lithium-ion,487,757.0,164,455,4.1,138.0,ccs,0.0,440.0,5,awd,e - executive,4888,1896,1450,sedan,https://ev-database.org/car/1823/XPENG-P7-Wing-Edition
zeekr,001 long range rwd,200,94.0,lithium-ion,110,343.0,152,505,7.2,135.0,ccs,1500.0,539.0,5,rwd,e - executive,4955,1999,1560,liftback sedan,https://ev-database.org/car/1933/Zeekr-001-Long-Range-RWD
zeekr,001 performance awd,200,94.0,lithium-ion,110,686.0,159,480,3.8,135.0,ccs,2000.0,539.0,5,awd,e - executive,4955,1999,1560,liftback sedan,https://ev-database.org/car/1934/Zeekr-001-Performance-AWD
zeekr,001 privilege awd,200,94.0,lithium-ion,110,686.0,162,480,3.8,135.0,ccs,2000.0,539.0,5,awd,e - executive,4955,1999,1548,liftback sedan,https://ev-database.org/car/1935/Zeekr-001-Privilege-AWD
zeekr,7x long range rwd,210,94.0,lithium-ion,487,440.0,153,475,6.0,260.0,ccs,2000.0,539.0,5,rwd,jd - large,4787,1930,1650,suv,https://ev-database.org/car/3082/Zeekr-7X-Long-Range-RWD
zeekr,7x performance awd,210,94.0,lithium-ion,487,710.0,173,450,3.8,260.0,ccs,2000.0,539.0,5,awd,jd - large,4787,1930,1650,suv,https://ev-database.org/car/3083/Zeekr-7X-Performance-AWD
zeekr,7x premium rwd,210,71.0,lithium-ion,487,440.0,148,365,6.0,240.0,ccs,2000.0,539.0,5,rwd,jd - large,4787,1930,1650,suv,https://ev-database.org/car/3081/Zeekr-7X-Premium-RWD
zeekr,x core rwd (my25),190,49.0,lithium-ion,487,343.0,148,265,5.9,70.0,ccs,1600.0,362.0,5,rwd,jb - compact,4432,1836,1566,suv,https://ev-database.org/car/3197/Zeekr-X-Core-RWD
zeekr,x long range rwd (my25),190,65.0,lithium-ion,487,343.0,146,360,5.6,114.0,ccs,1600.0,362.0,5,rwd,jb - compact,4432,1836,1566,suv,https://ev-database.org/car/3198/Zeekr-X-Long-Range-RWD
zeekr,x privilege awd (my25),190,65.0,lithium-ion,487,543.0,153,350,3.8,114.0,ccs,1600.0,362.0,5,awd,jb - compact,4432,1836,1566,suv,https://ev-database.org/car/3199/Zeekr-X-Privilege-AWD
